audio_path,lang,lang_code,text,duration
indicvoices_data/audio/Hindi_0.wav,Hindi,hi,हमें कृषि के लिए उपयोग में आने वाली विभिन्न विभिन्न यात्रा औजारों का प्रयोग किया जाता है जैसे कि हम,8.0740208333
indicvoices_data/audio/Hindi_1.wav,Hindi,hi,हमारे यहाँ जब कटाई होती है तो हम लोग हाइवेस्टर के द्वारा कटाई करते हैं,5.2190208333
indicvoices_data/audio/Hindi_2.wav,Hindi,hi,ताकि उसमें से जो उसमें से ये है कि हम लोग को उसमें भूसा नहीं मिलता है जो हम लोग गायों को खिला सकें,6.703
indicvoices_data/audio/Hindi_3.wav,Hindi,hi,उसमें नी मिलता और जब वहाँ पल हाथ से कटाई करते हैं जो हँसिया क्या होती है उससे कटाई करते हैं तो हम लोग फिर उसको गहवाते हैं जो भी होता है गेहूँ या फिर धान हो उसको हम लोग गहवाते उसकी मसीन होती है अलग ही मसीन होती है उसकी,15.724
indicvoices_data/audio/Hindi_4.wav,Hindi,hi,अब नहीं होते उससे उसके लिए अलग से ही मसीन आ गई है जो हल चलते हैं,5.6680208333
indicvoices_data/audio/Hindi_5.wav,Hindi,hi,शेयर बाज़ार को हम जानते हैं शेयर में शेयर बाज़ार मे उतार चढ़ाव कैसे होता है ये पूरे अपने भारत में होती है भारत के होते हुए भी हमें जानकारी है कि,12.256
indicvoices_data/audio/Hindi_6.wav,Hindi,hi,चांदी गिरा कब चांदी का भाव बड़ा ये सब शेयर बाज़ार से हमको मालूम होता है कार हो गया जैसे गाड़ी हो गई बाइक हो गया मोटरसाइ और ट्रक हो गया बहुत से जो हैं वाहन भी शेयर बाज़ार से पता चलता है हमको,16.478
indicvoices_data/audio/Hindi_7.wav,Hindi,hi,ये सारी जानकारियाँ हमको शेयर बाज़ार से होती हैं अब तो घर बैठे बैठे हम हर एक किसी एप से भी हम पैसा लगा देते हैं ले लेते हैं,9.761
indicvoices_data/audio/Hindi_8.wav,Hindi,hi,सारे काम घर बैठे बैठे भी हो जाता है फ़ोन फ़ोन से हो जाता है शेयर बाज़ार तक पैसा पहुँच जाता है और उसकी भाव को हम पता वही से लगता है शेयर मार्किट से,12.4470208333
indicvoices_data/audio/Hindi_9.wav,Hindi,hi,जी हाँ हमारे यहाँ कई गाइड और सर्विस प्रोवाइडर है जो हमारे क्षेत्रों मे पर्यटकों को क्षेत्र में मार्गदर्शित कराते है अब वो कई भाषाएं भी बोलते है अगर हम बात करें तो उसमें आते है रेडियन ट्रैवलस प्राइवेट लिमिटेड,15.6160208333
indicvoices_data/audio/Telugu_0.wav,Telugu,te,ఈయొక్క మూడు యాప్లను ఈయొక్క ప్రస్తుత కాలంలో చాలా ఎక్కువ మంది ఉపయోగిస్తున్నారు,6.2080208333
indicvoices_data/audio/Telugu_1.wav,Telugu,te,లేదంటే అక్కడ ఉన్న వాతావరణాన్ని దృశ్యాన్ని ఇక్కడి వారు చూడటానికి,5.0540208333
indicvoices_data/audio/Telugu_2.wav,Telugu,te,ఫోటో తీసి పంపడం వలన లేదంటే ఈయొక్క వీడియో కాల్ అనే ఆయొక్క ఉపయోగకరమైన కాన్ఫిడెన్స్ ద్వారా,8.3200208333
indicvoices_data/audio/Telugu_3.wav,Telugu,te,పెద్ద చిన్న ప్రతీ ఒక్కరు కూడా ఉపయోగిస్తున్నారు ఇకపోతే ఇన్స్టాగ్రామ్ అనేది ఒక పెద్ద సోషల్ మీడియా ఇందులో మన దేశం వాళ్ళే కాకుండా ఇతర దేశ వాళ్ళు కూడా,14.8470208333
indicvoices_data/audio/Telugu_4.wav,Telugu,te,చాలా మంది ఈ యొక్క ఇన్స్టాగ్రామ్ అనేది వాడుతూ ఉంటారు వాడి చేసే కార్యకలాపాలను ఇందులో పెట్టడం ద్వారా ప్రపంచమంతా చూడటానికి ఇవి ఆ యొక్క విధమైన,12.354
indicvoices_data/audio/Telugu_5.wav,Telugu,te,ఈయొక్క అవకాశం అనేది ఉంటుంది అందుచేత ఈయొక్క ఇన్స్టాగ్రామ్ అనేది చిన్నల నుండి పెద్దల వరకు అందరు కూడా ఉపయోగిస్తున్నారు,10.5270208333
indicvoices_data/audio/Telugu_6.wav,Telugu,te,ఇకపోతే ఈయొక్క ఫోన్లో వల్ల ఉపయోగాలు ఏంటంటే ఏదైనా మనకి ఏ విషయమైనా తెలుసుకోక లేకపోతే,8.7990208333
indicvoices_data/audio/Telugu_7.wav,Telugu,te,తెలియకపోతే ఈయొక్క ఫోన్ ద్వారా ఈ యొక్క గూగుల్ అనే దాని ద్వారా మనము వెంటనే మన సమస్యకి కానీ,9.2800208333
indicvoices_data/audio/Telugu_8.wav,Telugu,te,తెలియని విషయానికి కానీ మనం చూస్తూ వెంటనే జవాబు అనేది పొందవచ్చు,6.016
indicvoices_data/audio/Telugu_9.wav,Telugu,te,ఇకపోతే నష్టం ఏంటంటే ప్రస్తుతం ఉన్న చిన్న పిల్లలు కూడా ఈయొక్క ఫోన్కి బాగా అలవాటు పడి ఫోన్ మాయలో పడిపోతున్నారు,9.661
indicvoices_data/audio/Kannada_0.wav,Kannada,kn,ಇಂಡಿಯಾ ಶ್ರೀಲಂಕಾ ನೇಪಾಲ್ ಬಾಂಗ್ಲಾದೇಶ್ ಆಫ್ಘಾನಿಸ್ತಾನ್,5.8190208333
indicvoices_data/audio/Kannada_1.wav,Kannada,kn,ಉದ್ಯೋಗ ಹೊರ್ತುಪಡ್ಸಿ ನನಗೆ ಒಂದು ಹವ್ಯಾಸ ಎದ್ರಾಗ ಆಸಕ್ತಿ ಜಾಸ್ತಿ ಅದ ಅಂತಂದು ಹೇಳಿದ್ರೆ ಡಾನ್ಸ್ ಮಾಡೋದು,6.6890208333
indicvoices_data/audio/Kannada_2.wav,Kannada,kn,ನನಗೆ ಡಾನ್ಸ್ ಮಾಡೋದು ತೋಲು ಇಷ್ಟ ಇತ್ತು ಯಾಕಂತಂದು ಹೇಳದ್ರೆ ಓವ್ ಮನುಷ್ಯ ಯಾವಾಗ ಭಿ ಯಾಕೆ ಡಾನ್ಸ್ ಮಾಡ್ತಾನಂತಂದು ಹೇಳದ್ರೆ ಖುಷಿ ಕಡಿಂದು ಖುಷಿ ವ್ಯಕ್ತಪಡಿಸೋ ಕಡಿಂದು,9.5680208333
indicvoices_data/audio/Kannada_3.wav,Kannada,kn,ಒಂದು ವ್ಯಕ್ತಪಡಿಸುವ ಖುಷಿಯಿಂದ ಒಂದು ಎಲ್ಲರೂ ಸೇರಿ ಮಾಡುವಂಥದ್ದೇ ಡಾನ್ಸು,6.686
indicvoices_data/audio/Kannada_4.wav,Kannada,kn,ಒಂದು ಹಾಡೋದಲ್ಲಿ ವ್ಯಕ್ತಪಡ್ಸ್ತಾನೆ ಅವ ಎಷ್ಟು ಒಂದು ನೊಂದ್ಕೊಂಡಾನ ಮನುಷ್ಯ ಅಂತಂತ ಹೇಳಿ ಹಿಂಗೆ ನಂಗೆ ಆಸಕ್ತಿಗಳು ಒಂದು ಹವ್ಯಾಸಗಳು ಯಾವುವು ಅಂತಂದು ಹೇಳದ್ರೆ,8.511
indicvoices_data/audio/Kannada_5.wav,Kannada,kn,ಒಂದು ಡಾನ್ಸ್ ಮಾಡ್ತೆ ಖುಷಿಯಿಂದ ಒಂದು ಹಾಡು ಹಾಡ್ತೆ ಖುಷಿ ಡಾನ್ಸ್ ಮತ್ತ ಹಾಡು ಈ ಅಂಥವ್ ಎಂಥವು ಅಂದಂದ್ರೆ,7.9380208333
indicvoices_data/audio/Kannada_6.wav,Kannada,kn,ನಾವು ಯಾವ್ದು ಭಿ ಒಂದು ಮನುಷ್ಯಂದು ಹೆಂಗೆ ಒಂದು ಅಭ್ಯಾಸ ಇರ್ತದೆ ಅಂತಂದು ಹೇಳ್ದ್ರೆ ಎಲ್ಲ ಎಲ್ಲರ ಮುಂದೆ ಹೇಳ್ಕೊಳ್ಳಕಾಗಲ್ದ್ ಮನುಷ್ಯರು ಇವಾಗ ನಂಬಿಕೆ ಇರೋರು ಇದ್ದರೂ ಅವ್ರಿಗೆ ನಂಬ್ಲಿಕ್ ನಮ್ಗೆ ಸಾಧ್ಯ ಆಗ್ಲತಿಲ್ಲ ಯಾಕಂತಂದು ಹೇಳ್ದ್ರೆ ಅವ ಯಾವಾಗ ಮೋಸ ಮಾಡ್ತಾನೋ ಅವ ಯಾವಾಗ ನಮ್ಮಿಂದ ಏನಾದ್ರೂ,17.758
indicvoices_data/audio/Kannada_7.wav,Kannada,kn,ಎಲ್ಲದಕ್ಕೆ ಒಂದು ಕಾರಣ ಇರ್ತಾವ ಆ ಕಾರಣ ಇಲ್ದೇ ಭಿ ನಾವು ಡಾನ್ಸ ಮಾಡ್ಬೌದು ನನ್ಗೆ ಡಾನ್ಸ್ ಮೇಲೆ ಜಾಸ್ತಿ ಇಂಟ್ರೆಸ್ಟ್ ಅದರ ಕಡಿಂದೆ ನನ್ನ ಡ್ಯಾನ್ಸಿಗೆ ಇನ್ಸ್ಪಿರೇಶನ್ ಮೈಕಲ್ ಜ್ಯಾಕ್ಸನ್ ಮೈಕಲ್ ಜ್ಯಾಕ್ಸನ್ ಅವರು ಎಷ್ಟು ಚಂದ ಡಾನ್ಸ್ ಮಾಡ್ತಿರನ್ತಂದು ಹೇಳಿ ನಾ ಮತ್ತೆ ಹೇಳಕ್ಕೆ,14.5600208333
indicvoices_data/audio/Kannada_8.wav,Kannada,kn,ಇದು ಆಗಲ್ದು ಅವ್ರು ನನ್ಗೆ ಇನ್ಸ್ಪಿರೇಶನ್ ಅರ ನಾಗ ಅವರೊಂದು ಒಂದು ರೋಲ್ ಮೋಡೆಲ್ ಗತ್ಲೆ ಅರ,5.152
indicvoices_data/audio/Kannada_9.wav,Kannada,kn,ಅವರೆಷ್ಟು ಸುಂದರವಾಗಿ ಡಾನ್ಸ್ ಮಾಡ್ತಿದ್ದರು ಎಷ್ಟು ಚೆನ್ನಾಗಿ ಅವ್ರದ್ದು ಮೇಕಪ್ಪು ಅವ್ರದ್ದು ಡ್ರೆಸ್ಸಿಂಗ್ ಸೆನ್ಸು ಅವೆಲ್ಲ ಎಷ್ಟು ಸುಂದರವಾಗಿ ಅವರು,7.8400208333
indicvoices_data/audio/Bengali_0.wav,Bengali,bn,পয়লা জানুয়ারি উনিশশো তেষট্টি তেসরা মার্চ উনিশশো আশি দশই জুন আঠেরোশো ছাপান্ন একুশে আগস্ট উনিশশো নব্বই সাতাশে ফেব্রুয়ারি উনিশশো নিরানব্ব,12.83
indicvoices_data/audio/Bengali_1.wav,Bengali,bn,কাছাকাছিতে পূর্ব বর্ধমান জেলায় ডিস্ট্রিক্ট লাইব্রেরি আছে যেটা জেলার লাইব্রেরি বলা হয় সেই জেলার লাইব্রেরিতে প্রতিনিয়তই বাইরে থেকে যে সমস্ত লোকেরা আসে তারা যদি চায় তো সেখান থেকে একটা সংবাদপত্র পড়তে পারে এমনকি সেখানে নানা ধরনের বইও রয়েছে,11.281
indicvoices_data/audio/Bengali_2.wav,Bengali,bn,এই ইমেলের সঙ্গে একটি নতুন কন্ট্যাক্ট যোগ করো,3.2160208333
indicvoices_data/audio/Bengali_3.wav,Bengali,bn,বিভিন্ন রকম দরগা আছে যেমন আজমীর শরীফ ফুরফুরা শরীফ ঘুটিয়ারি শরীপ এই দরগাগুলোয় যাওয়া হয় গিয়ে বিভিন্ন রকমের মানত করা হয়,10.2400208333
indicvoices_data/audio/Bengali_4.wav,Bengali,bn,বা কেউ কোনো বিপদে পড়লে মানত করে আসে যাতে বিপদটা কেটে যায়,5.247
indicvoices_data/audio/Bengali_5.wav,Bengali,bn,এবং কারও কোনো চাহিদা থাকলেও ওখানে গিয়ে মানত করে,3.423
indicvoices_data/audio/Bengali_6.wav,Bengali,bn,যে মাসে রোজা করা হয় আরবি ভাষায় সেই মাসের নাম হলো রমজান মাস সারা মাসটা রোজা করে তারপরে ঈদ পালন করা হয়,8.3200208333
indicvoices_data/audio/Bengali_7.wav,Bengali,bn,এবং প্রত্যেক দিন দিনে পাঁচবার করে নামাজ পড়া হয়,3.9550208333
indicvoices_data/audio/Bengali_8.wav,Bengali,bn,এই নামাজের মাধ্যমে নাকি আল্লাকে পাওয়া হয় অনেকেই বলে এখনকার মানে জীবিত অবস্থায় যে ভালো কাজগুলো করবে যেমন নামাজ পড়া রোজা করা মানুষের সঙ্গে ভালো ব্যবহার করা এগুলো নাকি,13.3580208333
indicvoices_data/audio/Bengali_9.wav,Bengali,bn,মারা গেলে স্বর্গ এবং নরক বলে দুটো ভাগ আছে যারা ভালো কাজ করবে তারা স্বর্গ পাবে আর যারা খারাপ কাজ করবে তারা নরক পাবে অর্থাৎ তাদেরকে ভালো খাবার দেবে না আগুনে পোড়াবে এসব নানান রকমের ভয় দেখানো হয়,15.1650208333
